chr,position,score,mac,maf,gve
4,10442437,3.4679384,43,0.24293785,N/A
5,11740248,3.4679384,43,0.24293785,N/A
5,22320520,3.4679384,43,0.24293785,N/A
3,643574,3.4603634,64,0.36158192,N/A
3,14661692,3.4603634,64,0.36158192,N/A
1,26223892,3.4563484,28,0.15819208,N/A
2,1560539,3.4563484,28,0.15819208,N/A
2,7430644,3.4563484,28,0.15819208,N/A
2,16671514,3.4563484,28,0.15819208,N/A
5,18497569,3.4563484,28,0.15819208,N/A
5,24752277,3.4563484,28,0.15819208,N/A
5,25796210,3.4563484,28,0.15819208,N/A
1,13413131,3.439201,76,0.42937854,N/A
1,21910377,3.439201,76,0.42937854,N/A
1,9851681,3.4364777,5,0.028248588,N/A
1,11977800,3.4364777,5,0.028248588,N/A
1,22336666,3.4364777,5,0.028248588,N/A
1,23768493,3.4364777,5,0.028248588,N/A
1,23898789,3.4364777,5,0.028248588,N/A
1,24430128,3.4364777,5,0.028248588,N/A
1,24469810,3.4364777,5,0.028248588,N/A
1,27459069,3.4364777,5,0.028248588,N/A
1,27459242,3.4364777,5,0.028248588,N/A
1,28887220,3.4364777,5,0.028248588,N/A
2,1138542,3.4364777,5,0.028248588,N/A
2,6833111,3.4364777,5,0.028248588,N/A
2,11588919,3.4364777,5,0.028248588,N/A
2,17724051,3.4364777,5,0.028248588,N/A
2,19330402,3.4364777,5,0.028248588,N/A
3,878380,3.4364777,5,0.028248588,N/A
3,4544151,3.4364777,5,0.028248588,N/A
3,5704421,3.4364777,5,0.028248588,N/A
4,7739738,3.4364777,5,0.028248588,N/A
4,10886133,3.4364777,5,0.028248588,N/A
5,2773707,3.4364777,5,0.028248588,N/A
5,7825386,3.4364777,5,0.028248588,N/A
5,25583261,3.4364777,5,0.028248588,N/A
5,24721316,3.4347262,70,0.39548022,N/A
2,1197239,3.4196875,57,0.3220339,N/A
5,5704741,3.4196875,57,0.3220339,N/A
3,9512942,3.4133217,87,0.4915254,N/A
5,17968187,3.4133217,87,0.4915254,N/A
3,10189395,3.4072287,65,0.36723164,N/A
4,12080426,3.4072287,65,0.36723164,N/A
1,25646455,3.4016483,42,0.23728813,N/A
2,10677872,3.4016483,42,0.23728813,N/A
2,2321424,3.4010336,56,0.31638417,N/A
2,7453584,3.4010336,56,0.31638417,N/A
3,1061135,3.4010336,56,0.31638417,N/A
3,10257113,3.4010336,56,0.31638417,N/A
3,10258105,3.4010336,56,0.31638417,N/A
3,12291609,3.4010336,56,0.31638417,N/A
4,17783393,3.4010336,56,0.31638417,N/A
1,17388092,3.3741043,85,0.48022598,N/A
3,18141824,3.3741043,85,0.48022598,N/A
3,19807715,3.3741043,85,0.48022598,N/A
3,5429365,3.3688195,70,0.39548022,N/A
2,1046817,3.3608053,32,0.18079096,N/A
2,1561107,3.3608053,32,0.18079096,N/A
3,18262531,3.3608053,32,0.18079096,N/A
4,13490585,3.3608053,32,0.18079096,N/A
4,13492766,3.3608053,32,0.18079096,N/A
3,15799493,3.3582492,81,0.45762712,N/A
3,641153,3.3573334,63,0.3559322,N/A
3,12274213,3.3534563,80,0.4519774,N/A
3,19806930,3.3534563,80,0.4519774,N/A
1,9819732,3.3514338,75,0.42372882,N/A
1,17444818,3.3469248,52,0.2937853,N/A
2,2370503,3.3469248,52,0.2937853,N/A
3,5336832,3.3469248,52,0.2937853,N/A
3,10245832,3.3469248,52,0.2937853,N/A
3,14249775,3.3469248,52,0.2937853,N/A
4,2771274,3.3469248,52,0.2937853,N/A
4,2775676,3.3469248,52,0.2937853,N/A
5,6576150,3.3469248,52,0.2937853,N/A
5,8299247,3.3469248,52,0.2937853,N/A
1,1746356,3.3369198,25,0.14124294,N/A
1,4331868,3.3369198,25,0.14124294,N/A
1,11846817,3.3369198,25,0.14124294,N/A
1,11848004,3.3369198,25,0.14124294,N/A
1,11854347,3.3369198,25,0.14124294,N/A
1,13407369,3.3369198,25,0.14124294,N/A
1,13413025,3.3369198,25,0.14124294,N/A
1,22367408,3.3369198,25,0.14124294,N/A
1,23272119,3.3369198,25,0.14124294,N/A
2,2299823,3.3369198,25,0.14124294,N/A
3,22099040,3.3369198,25,0.14124294,N/A
4,969188,3.3369198,25,0.14124294,N/A
5,5186142,3.3369198,25,0.14124294,N/A
5,6572969,3.3369198,25,0.14124294,N/A
1,285729,3.3288496,69,0.3898305,N/A
1,22564330,3.3288496,69,0.3898305,N/A
5,24723435,3.3288496,69,0.3898305,N/A
5,25515521,3.3288496,69,0.3898305,N/A
1,18147825,3.3217576,61,0.34463277,N/A
2,8079902,3.3217576,61,0.34463277,N/A
2,18896881,3.3217576,61,0.34463277,N/A
3,21070858,3.3217576,61,0.34463277,N/A
1,21901749,3.3111947,41,0.23163842,N/A
3,2871117,3.3111947,41,0.23163842,N/A
1,17025429,3.3081057,48,0.27118644,N/A
2,7464907,3.3081057,48,0.27118644,N/A
2,8087541,3.3081057,48,0.27118644,N/A
2,13382236,3.3081057,48,0.27118644,N/A
4,11359582,3.3081057,48,0.27118644,N/A
5,18519111,3.3081057,48,0.27118644,N/A
5,18875337,3.3081057,48,0.27118644,N/A
5,25921706,3.3081057,48,0.27118644,N/A
1,704109,3.3071878,36,0.20338982,N/A
2,15296560,3.3071878,36,0.20338982,N/A
2,19491310,3.3071878,36,0.20338982,N/A
3,12299625,3.3071878,36,0.20338982,N/A
4,10442551,3.3071878,36,0.20338982,N/A
3,8496926,3.2864003,44,0.24858756,N/A
5,7690084,3.2864003,44,0.24858756,N/A
3,9153583,3.284643,40,0.2259887,N/A
3,10182406,3.284643,40,0.2259887,N/A
1,915920,3.2680714,66,0.37288135,N/A
3,12186953,3.2680714,66,0.37288135,N/A
3,8274070,3.2560499,62,0.3502825,N/A
5,14005571,3.2560499,62,0.3502825,N/A
5,14009261,3.2560499,62,0.3502825,N/A
1,284989,3.255271,86,0.4858757,N/A
1,15912322,3.255271,86,0.4858757,N/A
1,21905299,3.2490473,57,0.3220339,N/A
1,22566366,3.2490473,57,0.3220339,N/A
1,22568211,3.2490473,57,0.3220339,N/A
1,22568295,3.2490473,57,0.3220339,N/A
1,22569893,3.2490473,57,0.3220339,N/A
2,2365463,3.2490473,57,0.3220339,N/A
5,18874364,3.2490473,57,0.3220339,N/A
1,27905987,3.2472088,80,0.4519774,N/A
3,9512636,3.2472088,80,0.4519774,N/A
3,15872342,3.2472088,80,0.4519774,N/A
5,22709035,3.2472088,80,0.4519774,N/A
1,1916835,3.2469115,10,0.056497175,N/A
1,4481028,3.2469115,10,0.056497175,N/A
1,5775164,3.2469115,10,0.056497175,N/A
1,5828812,3.2469115,10,0.056497175,N/A
1,5829004,3.2469115,10,0.056497175,N/A
1,5829609,3.2469115,10,0.056497175,N/A
1,5829861,3.2469115,10,0.056497175,N/A
1,5829984,3.2469115,10,0.056497175,N/A
1,5878663,3.2469115,10,0.056497175,N/A
1,9746540,3.2469115,10,0.056497175,N/A
1,19481595,3.2469115,10,0.056497175,N/A
1,26954145,3.2469115,10,0.056497175,N/A
2,2929382,3.2469115,10,0.056497175,N/A
2,6887320,3.2469115,10,0.056497175,N/A
2,13670875,3.2469115,10,0.056497175,N/A
2,15848113,3.2469115,10,0.056497175,N/A
3,1106846,3.2469115,10,0.056497175,N/A
3,2130127,3.2469115,10,0.056497175,N/A
3,8452302,3.2469115,10,0.056497175,N/A
3,17794775,3.2469115,10,0.056497175,N/A
3,17815943,3.2469115,10,0.056497175,N/A
3,17867770,3.2469115,10,0.056497175,N/A
4,3705838,3.2469115,10,0.056497175,N/A
4,6457436,3.2469115,10,0.056497175,N/A
4,17806219,3.2469115,10,0.056497175,N/A
5,775350,3.2469115,10,0.056497175,N/A
5,22449437,3.2469115,10,0.056497175,N/A
5,24632594,3.2469115,10,0.056497175,N/A
2,18900104,3.2370486,48,0.27118644,N/A
3,2882613,3.2370486,48,0.27118644,N/A
1,17391487,3.2364264,71,0.40112993,N/A
2,17713229,3.2364264,71,0.40112993,N/A
3,12268329,3.2364264,71,0.40112993,N/A
4,13403001,3.2364264,71,0.40112993,N/A
1,1589456,3.2363453,22,0.12429378,N/A
1,24059300,3.2363453,22,0.12429378,N/A
1,28377490,3.2363453,22,0.12429378,N/A
1,28385273,3.2363453,22,0.12429378,N/A
2,328390,3.2363453,22,0.12429378,N/A
2,5832998,3.2363453,22,0.12429378,N/A
2,7047522,3.2363453,22,0.12429378,N/A
2,12617670,3.2363453,22,0.12429378,N/A
2,18346596,3.2363453,22,0.12429378,N/A
2,19487967,3.2363453,22,0.12429378,N/A
2,19489203,3.2363453,22,0.12429378,N/A
2,19501600,3.2363453,22,0.12429378,N/A
3,2700959,3.2363453,22,0.12429378,N/A
3,16233372,3.2363453,22,0.12429378,N/A
3,18288427,3.2363453,22,0.12429378,N/A
3,18669281,3.2363453,22,0.12429378,N/A
3,18680561,3.2363453,22,0.12429378,N/A
3,21968967,3.2363453,22,0.12429378,N/A
4,970663,3.2363453,22,0.12429378,N/A
4,5625494,3.2363453,22,0.12429378,N/A
5,1928241,3.2363453,22,0.12429378,N/A
5,6485290,3.2363453,22,0.12429378,N/A
5,8456262,3.2363453,22,0.12429378,N/A
5,14709724,3.2363453,22,0.12429378,N/A
5,21697784,3.2363453,22,0.12429378,N/A
5,24928187,3.2363453,22,0.12429378,N/A
1,12491223,3.2309988,81,0.45762712,N/A
1,12494298,3.2309988,81,0.45762712,N/A
1,12496158,3.2309988,81,0.45762712,N/A
5,8658960,3.2309988,81,0.45762712,N/A
5,7708091,3.2249267,68,0.38418078,N/A
1,1540722,3.2245212,76,0.42937854,N/A
5,14702739,3.2245212,76,0.42937854,N/A
2,18845891,3.223223,55,0.31073445,N/A
3,8272743,3.223223,55,0.31073445,N/A
5,14006127,3.223223,55,0.31073445,N/A
3,8179836,3.2227824,74,0.4180791,N/A
5,16635059,3.2227824,74,0.4180791,N/A
3,4510889,3.2218904,40,0.2259887,N/A
1,7340032,3.216295,29,0.16384181,N/A
1,11815420,3.216295,29,0.16384181,N/A
1,26223835,3.216295,29,0.16384181,N/A
2,8143262,3.216295,29,0.16384181,N/A
2,8676105,3.216295,29,0.16384181,N/A
3,642487,3.216295,29,0.16384181,N/A
3,8464886,3.216295,29,0.16384181,N/A
3,8464901,3.216295,29,0.16384181,N/A
3,18184287,3.216295,29,0.16384181,N/A
3,18233984,3.216295,29,0.16384181,N/A
3,18678949,3.216295,29,0.16384181,N/A
4,5579234,3.216295,29,0.16384181,N/A
4,9404947,3.216295,29,0.16384181,N/A
5,2098999,3.216295,29,0.16384181,N/A
4,9728330,3.1894827,53,0.29943502,N/A
5,25065518,3.1894827,53,0.29943502,N/A
1,28424141,3.184237,85,0.48022598,N/A
2,19407304,3.184237,85,0.48022598,N/A
3,18787459,3.184237,85,0.48022598,N/A
2,11137498,3.1794631,62,0.3502825,N/A
2,18898823,3.1794631,62,0.3502825,N/A
3,15968886,3.1794631,62,0.3502825,N/A
4,2514079,3.1794631,62,0.3502825,N/A
1,1594436,3.160398,19,0.107344635,N/A
1,23164333,3.160398,19,0.107344635,N/A
1,29265271,3.160398,19,0.107344635,N/A
1,29265291,3.160398,19,0.107344635,N/A
2,5758110,3.160398,19,0.107344635,N/A
2,7763014,3.160398,19,0.107344635,N/A
2,14473322,3.160398,19,0.107344635,N/A
2,14520965,3.160398,19,0.107344635,N/A
2,16680641,3.160398,19,0.107344635,N/A
3,18293365,3.160398,19,0.107344635,N/A
3,18300998,3.160398,19,0.107344635,N/A
3,18431622,3.160398,19,0.107344635,N/A
3,22172791,3.160398,19,0.107344635,N/A
4,709097,3.160398,19,0.107344635,N/A
4,2430740,3.160398,19,0.107344635,N/A
4,9382001,3.160398,19,0.107344635,N/A
5,3125340,3.160398,19,0.107344635,N/A
5,3380108,3.160398,19,0.107344635,N/A
5,3381822,3.160398,19,0.107344635,N/A
5,3382351,3.160398,19,0.107344635,N/A
5,7504863,3.160398,19,0.107344635,N/A
5,21697730,3.160398,19,0.107344635,N/A
1,17446654,3.145481,33,0.18644068,N/A
1,21901949,3.145481,33,0.18644068,N/A
2,16440852,3.145481,33,0.18644068,N/A
3,6250678,3.145481,33,0.18644068,N/A
3,18994848,3.145481,33,0.18644068,N/A
4,11535218,3.145481,33,0.18644068,N/A
4,13490124,3.145481,33,0.18644068,N/A
5,5732012,3.145481,33,0.18644068,N/A
5,14249912,3.145481,33,0.18644068,N/A
5,23815756,3.145481,33,0.18644068,N/A
3,16009141,3.1442704,47,0.26553673,N/A
3,17079988,3.1442704,47,0.26553673,N/A
4,11479101,3.1442704,47,0.26553673,N/A
2,8087414,3.143902,49,0.27683616,N/A
3,10185377,3.143902,49,0.27683616,N/A
3,14576335,3.143902,49,0.27683616,N/A
4,970441,3.143902,49,0.27683616,N/A
5,7692998,3.143902,49,0.27683616,N/A
2,2031769,3.1393971,87,0.4915254,N/A
2,17852421,3.1393971,87,0.4915254,N/A
3,9156898,3.1393971,87,0.4915254,N/A
4,13261888,3.1393971,87,0.4915254,N/A
2,17867513,3.1385581,79,0.4463277,N/A
4,13119427,3.1385581,79,0.4463277,N/A
3,5079012,3.1337042,39,0.22033899,N/A
1,136399,3.1335168,13,0.073446326,N/A
1,143272,3.1335168,13,0.073446326,N/A
1,1930305,3.1335168,13,0.073446326,N/A
1,2993365,3.1335168,13,0.073446326,N/A
1,3958829,3.1335168,13,0.073446326,N/A
1,7289754,3.1335168,13,0.073446326,N/A
1,18311198,3.1335168,13,0.073446326,N/A
1,20837049,3.1335168,13,0.073446326,N/A
1,22019252,3.1335168,13,0.073446326,N/A
1,23295317,3.1335168,13,0.073446326,N/A
1,23865519,3.1335168,13,0.073446326,N/A
1,23867496,3.1335168,13,0.073446326,N/A
1,23867693,3.1335168,13,0.073446326,N/A
1,23870242,3.1335168,13,0.073446326,N/A
2,7426380,3.1335168,13,0.073446326,N/A
2,11289213,3.1335168,13,0.073446326,N/A
2,13649205,3.1335168,13,0.073446326,N/A
2,13650948,3.1335168,13,0.073446326,N/A
2,17907888,3.1335168,13,0.073446326,N/A
3,6661627,3.1335168,13,0.073446326,N/A
3,17804907,3.1335168,13,0.073446326,N/A
3,17869859,3.1335168,13,0.073446326,N/A
3,17870097,3.1335168,13,0.073446326,N/A
3,19185624,3.1335168,13,0.073446326,N/A
4,5658491,3.1335168,13,0.073446326,N/A
4,5660442,3.1335168,13,0.073446326,N/A
4,6098934,3.1335168,13,0.073446326,N/A
4,17199795,3.1335168,13,0.073446326,N/A
5,3332444,3.1335168,13,0.073446326,N/A
5,7788098,3.1335168,13,0.073446326,N/A
5,14253989,3.1335168,13,0.073446326,N/A
5,16516949,3.1335168,13,0.073446326,N/A
5,18010369,3.1335168,13,0.073446326,N/A
5,22158642,3.1335168,13,0.073446326,N/A
5,23223820,3.1335168,13,0.073446326,N/A
5,25078200,3.1335168,13,0.073446326,N/A
1,22254930,3.1335144,67,0.37853107,N/A
3,8274360,3.127233,54,0.30508474,N/A
3,10176536,3.127233,54,0.30508474,N/A
3,16007507,3.127233,54,0.30508474,N/A
1,27864025,3.1229076,67,0.37853107,N/A
3,7397515,3.1229076,67,0.37853107,N/A
1,1045552,3.1194232,16,0.09039548,N/A
1,1594628,3.1194232,16,0.09039548,N/A
1,1866650,3.1194232,16,0.09039548,N/A
1,5823643,3.1194232,16,0.09039548,N/A
1,20756875,3.1194232,16,0.09039548,N/A
1,26207242,3.1194232,16,0.09039548,N/A
1,27148613,3.1194232,16,0.09039548,N/A
1,27219566,3.1194232,16,0.09039548,N/A
2,1041678,3.1194232,16,0.09039548,N/A
2,1965380,3.1194232,16,0.09039548,N/A
2,2165671,3.1194232,16,0.09039548,N/A
2,5717670,3.1194232,16,0.09039548,N/A
2,6887442,3.1194232,16,0.09039548,N/A
2,7497511,3.1194232,16,0.09039548,N/A
2,11140925,3.1194232,16,0.09039548,N/A
2,11288858,3.1194232,16,0.09039548,N/A
2,14510601,3.1194232,16,0.09039548,N/A
3,3721745,3.1194232,16,0.09039548,N/A
3,7769625,3.1194232,16,0.09039548,N/A
3,12165494,3.1194232,16,0.09039548,N/A
3,12312322,3.1194232,16,0.09039548,N/A
3,19718941,3.1194232,16,0.09039548,N/A
3,20833973,3.1194232,16,0.09039548,N/A
4,1972856,3.1194232,16,0.09039548,N/A
4,5662137,3.1194232,16,0.09039548,N/A
4,13787188,3.1194232,16,0.09039548,N/A
4,17602439,3.1194232,16,0.09039548,N/A
5,1030907,3.1194232,16,0.09039548,N/A
5,1039927,3.1194232,16,0.09039548,N/A
5,1047235,3.1194232,16,0.09039548,N/A
5,2673239,3.1194232,16,0.09039548,N/A
5,2704620,3.1194232,16,0.09039548,N/A
5,7484060,3.1194232,16,0.09039548,N/A
5,7487146,3.1194232,16,0.09039548,N/A
5,23274132,3.1194232,16,0.09039548,N/A
5,23282274,3.1194232,16,0.09039548,N/A
5,24012813,3.1194232,16,0.09039548,N/A
1,17413964,3.1177976,73,0.4124294,N/A
2,5510993,3.1177976,73,0.4124294,N/A
5,5445599,3.1177976,73,0.4124294,N/A
1,1660701,3.113743,45,0.2542373,N/A
2,8086929,3.113743,45,0.2542373,N/A
2,16159606,3.113743,45,0.2542373,N/A
3,4993792,3.113743,45,0.2542373,N/A
3,8227918,3.113743,45,0.2542373,N/A
3,19807418,3.113743,45,0.2542373,N/A
4,10584728,3.1118095,82,0.46327683,N/A
1,1095001,3.1100414,37,0.20903955,N/A
1,1184827,3.1100414,37,0.20903955,N/A
2,8121378,3.1100414,37,0.20903955,N/A
3,2120554,3.1100414,37,0.20903955,N/A
3,2471101,3.1100414,37,0.20903955,N/A
3,2667913,3.1100414,37,0.20903955,N/A
4,961563,3.1100414,37,0.20903955,N/A
5,7163719,3.1100414,37,0.20903955,N/A
5,22319184,3.1100414,37,0.20903955,N/A
1,22077403,3.1081007,72,0.40677965,N/A
4,17632471,3.1081007,72,0.40677965,N/A
2,18900706,3.1028767,58,0.32768363,N/A
3,9646003,3.1028767,58,0.32768363,N/A
5,14993680,3.1028767,58,0.32768363,N/A
1,7989140,3.101283,41,0.23163842,N/A
3,8466223,3.101283,41,0.23163842,N/A
5,1415928,3.101283,41,0.23163842,N/A
1,12495906,3.1012404,77,0.43502825,N/A
1,946287,3.0843873,26,0.14689265,N/A
1,1761521,3.0843873,26,0.14689265,N/A
1,4129065,3.0843873,26,0.14689265,N/A
1,7341728,3.0843873,26,0.14689265,N/A
1,9225971,3.0843873,26,0.14689265,N/A
1,13967244,3.0843873,26,0.14689265,N/A
1,26512210,3.0843873,26,0.14689265,N/A
1,26558871,3.0843873,26,0.14689265,N/A
1,29707165,3.0843873,26,0.14689265,N/A
2,4945715,3.0843873,26,0.14689265,N/A
2,8140285,3.0843873,26,0.14689265,N/A
2,8142226,3.0843873,26,0.14689265,N/A
2,17481456,3.0843873,26,0.14689265,N/A
3,5304355,3.0843873,26,0.14689265,N/A
3,8715825,3.0843873,26,0.14689265,N/A
3,18242234,3.0843873,26,0.14689265,N/A
3,22173250,3.0843873,26,0.14689265,N/A
4,12378551,3.0843873,26,0.14689265,N/A
5,6573682,3.0843873,26,0.14689265,N/A
5,18329788,3.0843873,26,0.14689265,N/A
5,22749351,3.0843873,26,0.14689265,N/A
5,22755167,3.0843873,26,0.14689265,N/A
1,26356277,3.073655,84,0.47457626,N/A
1,26356536,3.073655,84,0.47457626,N/A
3,12352187,3.073655,84,0.47457626,N/A
4,14658730,3.073655,84,0.47457626,N/A
4,14663761,3.073655,84,0.47457626,N/A
3,14247240,3.0585454,60,0.33898306,N/A
5,14006802,3.0585454,60,0.33898306,N/A
5,14223292,3.0585454,60,0.33898306,N/A
3,2872821,3.0527494,46,0.259887,N/A
3,2877706,3.0527494,46,0.259887,N/A
3,2880359,3.0527494,46,0.259887,N/A
1,4835631,3.0421975,63,0.3559322,N/A
2,828068,3.0421975,63,0.3559322,N/A
2,18895426,3.0421975,63,0.3559322,N/A
3,673331,3.0421975,63,0.3559322,N/A
3,10262160,3.0421975,63,0.3559322,N/A
3,16669506,3.0421975,63,0.3559322,N/A
1,22566392,3.0385199,54,0.30508474,N/A
2,18895379,3.0385199,54,0.30508474,N/A
3,9000065,3.0385199,54,0.30508474,N/A
3,11300444,3.0385199,54,0.30508474,N/A
3,11300899,3.0385199,54,0.30508474,N/A
4,2779066,3.0385199,54,0.30508474,N/A
3,8272267,3.0326874,53,0.29943502,N/A
5,24744495,3.0326874,53,0.29943502,N/A
2,18590844,3.0322313,78,0.44067797,N/A
3,18141065,3.0322313,78,0.44067797,N/A
4,13258966,3.0322313,78,0.44067797,N/A
4,13260125,3.0322313,78,0.44067797,N/A
4,13260319,3.0322313,78,0.44067797,N/A
4,13260867,3.0322313,78,0.44067797,N/A
4,13261438,3.0322313,78,0.44067797,N/A
5,1035909,3.026391,88,0.49717513,N/A
1,277659,3.0227444,66,0.37288135,N/A
1,26214361,3.0227444,66,0.37288135,N/A
2,2328368,3.0227444,66,0.37288135,N/A
2,2329150,3.0227444,66,0.37288135,N/A
3,1443566,3.0227444,66,0.37288135,N/A
2,13516222,3.0148878,72,0.40677965,N/A
5,5445621,3.0148878,72,0.40677965,N/A
5,5639867,3.0148878,72,0.40677965,N/A
1,4835390,3.0033674,68,0.38418078,N/A
2,18902260,3.0033674,68,0.38418078,N/A
3,15969470,3.0033674,68,0.38418078,N/A
5,1598120,3.0033674,68,0.38418078,N/A
5,24012782,3.0033674,68,0.38418078,N/A
1,12498155,2.9957807,83,0.46892655,N/A
1,12498361,2.9957807,83,0.46892655,N/A
5,506910,2.9957807,83,0.46892655,N/A
5,17471107,2.9957807,83,0.46892655,N/A
1,13494169,2.9935336,30,0.16949153,N/A
1,17357307,2.9935336,30,0.16949153,N/A
1,17379741,2.9935336,30,0.16949153,N/A
1,28293120,2.9935336,30,0.16949153,N/A
1,28474427,2.9935336,30,0.16949153,N/A
2,5666611,2.9935336,30,0.16949153,N/A
2,12563276,2.9935336,30,0.16949153,N/A
3,8471675,2.9935336,30,0.16949153,N/A
3,17485047,2.9935336,30,0.16949153,N/A
3,19725937,2.9935336,30,0.16949153,N/A
4,961672,2.9935336,30,0.16949153,N/A
5,22359036,2.9935336,30,0.16949153,N/A
5,25833992,2.9935336,30,0.16949153,N/A
1,18111636,2.9869938,50,0.28248587,N/A
1,22577736,2.9869938,50,0.28248587,N/A
3,3697180,2.9869938,50,0.28248587,N/A
3,22368481,2.9869938,50,0.28248587,N/A
5,8419935,2.9869938,50,0.28248587,N/A
5,9886438,2.9869938,50,0.28248587,N/A
5,24740543,2.9869938,50,0.28248587,N/A
1,5889208,2.9836874,73,0.4124294,N/A
1,9085260,2.9836874,73,0.4124294,N/A
1,22692108,2.9836874,73,0.4124294,N/A
3,648651,2.9836874,73,0.4124294,N/A
3,21071010,2.9836874,73,0.4124294,N/A
4,17785238,2.9836874,73,0.4124294,N/A
1,12494188,2.9814625,78,0.44067797,N/A
1,12498683,2.9814625,78,0.44067797,N/A
3,22934278,2.9814625,78,0.44067797,N/A
4,6764683,2.9814625,78,0.44067797,N/A
4,15690152,2.9814625,78,0.44067797,N/A
1,435555,2.9672122,23,0.1299435,N/A
1,992263,2.9672122,23,0.1299435,N/A
1,8626263,2.9672122,23,0.1299435,N/A
1,9651620,2.9672122,23,0.1299435,N/A
1,11809547,2.9672122,23,0.1299435,N/A
1,13405794,2.9672122,23,0.1299435,N/A
1,13997262,2.9672122,23,0.1299435,N/A
1,16315817,2.9672122,23,0.1299435,N/A
1,27218354,2.9672122,23,0.1299435,N/A
1,28254659,2.9672122,23,0.1299435,N/A
1,28377442,2.9672122,23,0.1299435,N/A
1,29207709,2.9672122,23,0.1299435,N/A
1,29209179,2.9672122,23,0.1299435,N/A
2,18611594,2.9672122,23,0.1299435,N/A
2,19494968,2.9672122,23,0.1299435,N/A
2,19497001,2.9672122,23,0.1299435,N/A
2,19498980,2.9672122,23,0.1299435,N/A
3,454266,2.9672122,23,0.1299435,N/A
3,1095213,2.9672122,23,0.1299435,N/A
3,2287825,2.9672122,23,0.1299435,N/A
3,4677415,2.9672122,23,0.1299435,N/A
3,6249371,2.9672122,23,0.1299435,N/A
3,8882075,2.9672122,23,0.1299435,N/A
3,9169015,2.9672122,23,0.1299435,N/A
3,11045566,2.9672122,23,0.1299435,N/A
3,16821551,2.9672122,23,0.1299435,N/A
3,17104378,2.9672122,23,0.1299435,N/A
3,18293293,2.9672122,23,0.1299435,N/A
3,19561109,2.9672122,23,0.1299435,N/A
4,987887,2.9672122,23,0.1299435,N/A
4,16648534,2.9672122,23,0.1299435,N/A
5,47933,2.9672122,23,0.1299435,N/A
5,48078,2.9672122,23,0.1299435,N/A
5,2103513,2.9672122,23,0.1299435,N/A
5,3420393,2.9672122,23,0.1299435,N/A
5,9110694,2.9672122,23,0.1299435,N/A
5,18592920,2.9672122,23,0.1299435,N/A
5,19827317,2.9672122,23,0.1299435,N/A
3,10965810,2.9656112,83,0.46892655,N/A
5,17967245,2.9656112,83,0.46892655,N/A
1,13023396,2.9624517,45,0.2542373,N/A
3,14767623,2.9624517,45,0.2542373,N/A
1,1391012,2.962241,59,0.33333334,N/A
2,7413350,2.962241,59,0.33333334,N/A
2,10723871,2.962241,59,0.33333334,N/A
2,16153917,2.962241,59,0.33333334,N/A
2,18900514,2.962241,59,0.33333334,N/A
2,18900920,2.962241,59,0.33333334,N/A
2,19491783,2.962241,59,0.33333334,N/A
5,3308363,2.962241,59,0.33333334,N/A
5,5692248,2.962241,59,0.33333334,N/A
5,5840934,2.962241,59,0.33333334,N/A
1,539733,2.9494069,46,0.259887,N/A
1,7983921,2.9494069,46,0.259887,N/A
1,7984081,2.9494069,46,0.259887,N/A
1,8404397,2.9494069,46,0.259887,N/A
1,13428043,2.9494069,46,0.259887,N/A
2,10813165,2.9494069,46,0.259887,N/A
3,19501106,2.9494069,46,0.259887,N/A
3,21098162,2.9494069,46,0.259887,N/A
4,7908979,2.9494069,46,0.259887,N/A
5,7692505,2.9494069,46,0.259887,N/A
5,22711507,2.9494069,46,0.259887,N/A
5,22712024,2.9494069,46,0.259887,N/A
1,701961,2.9439662,34,0.19209039,N/A
1,931578,2.9439662,34,0.19209039,N/A
1,1482641,2.9439662,34,0.19209039,N/A
1,7107553,2.9439662,34,0.19209039,N/A
1,8724247,2.9439662,34,0.19209039,N/A
1,12624082,2.9439662,34,0.19209039,N/A
1,22792452,2.9439662,34,0.19209039,N/A
2,5626043,2.9439662,34,0.19209039,N/A
2,11505247,2.9439662,34,0.19209039,N/A
3,7924439,2.9439662,34,0.19209039,N/A
3,8545191,2.9439662,34,0.19209039,N/A
3,18094305,2.9439662,34,0.19209039,N/A
3,21302894,2.9439662,34,0.19209039,N/A
3,22364834,2.9439662,34,0.19209039,N/A
4,13980699,2.9439662,34,0.19209039,N/A
4,17447994,2.9439662,34,0.19209039,N/A
5,5733572,2.9439662,34,0.19209039,N/A
5,13739734,2.9439662,34,0.19209039,N/A
5,23815590,2.9439662,34,0.19209039,N/A
5,23815796,2.9439662,34,0.19209039,N/A
5,26061065,2.9439662,34,0.19209039,N/A
2,10698870,2.9395494,52,0.2937853,N/A
2,18858459,2.9395494,52,0.2937853,N/A
3,8270427,2.9395494,52,0.2937853,N/A
3,16007612,2.9395494,52,0.2937853,N/A
1,84144,2.9382098,8,0.04519774,N/A
1,3141803,2.9382098,8,0.04519774,N/A
1,4363395,2.9382098,8,0.04519774,N/A
1,4481616,2.9382098,8,0.04519774,N/A
1,5649338,2.9382098,8,0.04519774,N/A
1,5768303,2.9382098,8,0.04519774,N/A
1,5772177,2.9382098,8,0.04519774,N/A
1,5772295,2.9382098,8,0.04519774,N/A
1,5775023,2.9382098,8,0.04519774,N/A
1,8607698,2.9382098,8,0.04519774,N/A
1,10750865,2.9382098,8,0.04519774,N/A
